crime_date,primary_type,count
2017-12-06,CRIMINAL TRESPASS,16
2017-12-06,INTERFERENCE WITH PUBLIC OFFICER,1
2017-12-06,CRIMINAL SEXUAL ASSAULT,1
2017-12-06,ARSON,1
2017-12-06,ROBBERY,38
2017-12-06,THEFT,174
2017-12-06,INTIMIDATION,1
2017-12-06,BATTERY,111
2017-12-06,CRIMINAL DAMAGE,68
2017-12-06,MOTOR VEHICLE THEFT,33
2017-12-06,DECEPTIVE PRACTICE,57
2017-12-06,OTHER OFFENSE,51
2017-12-07,BATTERY,110
2017-12-07,THEFT,147
2017-12-07,CRIMINAL SEXUAL ASSAULT,1
2017-12-07,BURGLARY,28
2017-12-07,CRIMINAL DAMAGE,71
2017-12-07,OFFENSE INVOLVING CHILDREN,6
2017-12-07,WEAPONS VIOLATION,5
2017-12-07,ASSAULT,41
2017-12-07,DECEPTIVE PRACTICE,56
2017-12-07,ARSON,3
2017-12-07,CONCEALED CARRY LICENSE VIOLATION,1
2017-12-07,CRIMINAL TRESPASS,16
2017-12-07,MOTOR VEHICLE THEFT,40
2017-12-07,CRIM SEXUAL ASSAULT,1
2017-12-07,OTHER OFFENSE,37
2017-12-07,INTERFERENCE WITH PUBLIC OFFICER,1
2017-12-07,NARCOTICS,25
2017-12-07,ROBBERY,29
2017-12-07,PUBLIC PEACE VIOLATION,4
2017-12-07,HOMICIDE,1
2017-12-07,GAMBLING,1
2017-12-07,SEX OFFENSE,1
2017-12-08,MOTOR VEHICLE THEFT,44
2017-12-08,PROSTITUTION,5
2017-12-08,SEX OFFENSE,4
2017-12-08,CRIMINAL DAMAGE,75
2017-12-08,THEFT,183
2017-12-08,CRIM SEXUAL ASSAULT,4
2017-12-08,ASSAULT,46
2017-12-08,OTHER OFFENSE,38
2017-12-08,OFFENSE INVOLVING CHILDREN,6
2017-12-08,CRIMINAL TRESPASS,22
2017-12-08,BURGLARY,34
2017-12-08,ROBBERY,37
2017-12-08,NARCOTICS,28
2017-12-08,HOMICIDE,1
2017-12-08,WEAPONS VIOLATION,8
2017-12-08,PUBLIC PEACE VIOLATION,3
2017-12-08,ARSON,1
2017-12-08,LIQUOR LAW VIOLATION,1
2017-12-08,DECEPTIVE PRACTICE,56
2017-12-08,INTERFERENCE WITH PUBLIC OFFICER,4
2017-12-08,BATTERY,136
2017-12-09,OTHER OFFENSE,29
2017-12-09,HOMICIDE,1
2017-12-09,NARCOTICS,21
2017-12-09,ASSAULT,30
2017-12-09,MOTOR VEHICLE THEFT,39
2017-12-09,INTERFERENCE WITH PUBLIC OFFICER,5
2017-12-09,SEX OFFENSE,3
2017-12-09,CRIMINAL TRESPASS,19
2017-12-09,THEFT,169
2017-12-09,PUBLIC PEACE VIOLATION,5
2017-12-09,CRIMINAL DAMAGE,76
2017-12-09,OFFENSE INVOLVING CHILDREN,6
2017-12-09,BURGLARY,24
2017-12-09,WEAPONS VIOLATION,10
2017-12-09,BATTERY,131
2017-12-09,LIQUOR LAW VIOLATION,1
2017-12-09,CRIM SEXUAL ASSAULT,4
2017-12-09,ROBBERY,40
2017-12-09,DECEPTIVE PRACTICE,46
2017-12-10,CRIM SEXUAL ASSAULT,6
2017-12-10,BATTERY,123
2017-12-10,HOMICIDE,3
2017-12-10,PUBLIC PEACE VIOLATION,3
2017-12-10,INTIMIDATION,1
2017-12-10,OBSCENITY,2
2017-12-10,THEFT,143
2017-12-10,NARCOTICS,26
2017-12-10,DECEPTIVE PRACTICE,44
2017-12-10,MOTOR VEHICLE THEFT,33
2017-12-10,ASSAULT,35
2017-12-10,WEAPONS VIOLATION,11
2017-12-10,OTHER OFFENSE,44
2017-12-10,INTERFERENCE WITH PUBLIC OFFICER,5
2017-12-10,CRIMINAL DAMAGE,85
2017-12-10,ROBBERY,37
2017-12-10,OFFENSE INVOLVING CHILDREN,11
2017-12-10,KIDNAPPING,1
2017-12-10,BURGLARY,28
2017-12-10,CRIMINAL TRESPASS,20
2017-12-10,SEX OFFENSE,2
2017-12-11,CRIMINAL TRESPASS,26
2017-12-11,OFFENSE INVOLVING CHILDREN,10
2017-12-11,PUBLIC INDECENCY,1
2017-12-11,PUBLIC PEACE VIOLATION,3
2017-12-11,CRIM SEXUAL ASSAULT,1
2017-12-11,INTERFERENCE WITH PUBLIC OFFICER,4
2017-12-11,MOTOR VEHICLE THEFT,33
2017-12-11,BURGLARY,33
2017-12-11,CRIMINAL DAMAGE,86
2017-12-11,SEX OFFENSE,3
2017-12-11,KIDNAPPING,1
2017-12-11,NARCOTICS,23
2017-12-11,DECEPTIVE PRACTICE,64
2017-12-11,WEAPONS VIOLATION,6
2017-12-11,BATTERY,119
2017-12-11,ROBBERY,34
2017-12-11,OTHER OFFENSE,55
2017-12-11,THEFT,192
2017-12-11,HOMICIDE,2
2017-12-11,INTIMIDATION,2
2017-12-11,ASSAULT,42
2017-12-12,KIDNAPPING,1
2017-12-12,ARSON,2
2017-12-12,WEAPONS VIOLATION,8
2017-12-12,CRIMINAL DAMAGE,64
2017-12-12,CRIMINAL SEXUAL ASSAULT,1
2017-12-12,BATTERY,106
2017-12-12,CRIM SEXUAL ASSAULT,1
2017-12-12,MOTOR VEHICLE THEFT,27
2017-12-12,ROBBERY,21
2017-12-12,NARCOTICS,24
2017-12-12,ASSAULT,57
2017-12-12,INTERFERENCE WITH PUBLIC OFFICER,1
2017-12-12,DECEPTIVE PRACTICE,74
2017-12-12,OTHER OFFENSE,38
2017-12-12,SEX OFFENSE,2
2017-12-12,PUBLIC PEACE VIOLATION,4
2017-12-12,THEFT,194
2017-12-12,HOMICIDE,2
2017-12-12,BURGLARY,35
2017-12-12,OFFENSE INVOLVING CHILDREN,8
2017-12-12,INTIMIDATION,1
2017-12-12,CRIMINAL TRESPASS,14
2017-12-12,PROSTITUTION,1
2017-12-13,BURGLARY,59
2017-12-13,MOTOR VEHICLE THEFT,27
2017-12-13,CRIMINAL DAMAGE,61
2017-12-13,BATTERY,118
2017-12-13,CRIMINAL TRESPASS,9
2017-12-13,NARCOTICS,31
2017-12-13,WEAPONS VIOLATION,14
2017-12-13,OFFENSE INVOLVING CHILDREN,6
2017-12-13,ROBBERY,26
2017-12-13,PROSTITUTION,3
2017-12-13,ASSAULT,44
2017-12-13,CRIM SEXUAL ASSAULT,3
2017-12-13,THEFT,178
2017-12-13,HOMICIDE,3
2017-12-13,ARSON,3
2017-12-13,CRIMINAL SEXUAL ASSAULT,1
2017-12-13,DECEPTIVE PRACTICE,61
2017-12-13,SEX OFFENSE,2
2017-12-13,KIDNAPPING,1
2017-12-13,PUBLIC PEACE VIOLATION,2
2017-12-13,OTHER OFFENSE,48
2017-12-14,STALKING,1
2017-12-14,SEX OFFENSE,3
2017-12-14,ARSON,2
2017-12-14,CRIMINAL DAMAGE,76
2017-12-14,PROSTITUTION,4
2017-12-14,KIDNAPPING,2
2017-12-14,WEAPONS VIOLATION,10
2017-12-14,BATTERY,123
2017-12-14,MOTOR VEHICLE THEFT,37
2017-12-14,CRIMINAL TRESPASS,19
2017-12-14,CRIMINAL SEXUAL ASSAULT,1
2017-12-14,INTERFERENCE WITH PUBLIC OFFICER,1
2017-12-14,NARCOTICS,18
2017-12-14,PUBLIC PEACE VIOLATION,2
2017-12-14,OTHER OFFENSE,46
2017-12-14,THEFT,179
2017-12-14,ASSAULT,45
2017-12-14,HOMICIDE,2
2017-12-14,BURGLARY,36
2017-12-14,DECEPTIVE PRACTICE,72
2017-12-14,ROBBERY,30
2017-12-14,CRIM SEXUAL ASSAULT,4
2017-12-14,OFFENSE INVOLVING CHILDREN,5
2017-12-15,CRIMINAL TRESPASS,29
2017-12-15,INTERFERENCE WITH PUBLIC OFFICER,5
2017-12-15,MOTOR VEHICLE THEFT,31
2017-12-15,OBSCENITY,1
2017-12-15,PUBLIC PEACE VIOLATION,1
2017-12-15,CRIMINAL DAMAGE,62
2017-12-15,OFFENSE INVOLVING CHILDREN,9
2017-12-15,SEX OFFENSE,3
2017-12-15,NARCOTICS,22
2017-12-15,CRIM SEXUAL ASSAULT,3
2017-12-15,DECEPTIVE PRACTICE,76
2017-12-15,ASSAULT,46
2017-12-15,BURGLARY,37
2017-12-15,THEFT,182
2017-12-15,ROBBERY,49
2017-12-15,WEAPONS VIOLATION,12
2017-12-15,BATTERY,126
2017-12-15,OTHER OFFENSE,74
2017-12-16,NARCOTICS,32
2017-12-16,ROBBERY,44
2017-12-16,PUBLIC PEACE VIOLATION,2
2017-12-16,BATTERY,126
2017-12-16,ASSAULT,55
2017-12-16,SEX OFFENSE,2
2017-12-16,CRIMINAL TRESPASS,21
2017-12-16,OFFENSE INVOLVING CHILDREN,5
2017-12-16,DECEPTIVE PRACTICE,61
2017-12-16,ARSON,1
2017-12-16,KIDNAPPING,1
2017-12-16,BURGLARY,25
2017-12-16,CRIM SEXUAL ASSAULT,5
2017-12-16,INTERFERENCE WITH PUBLIC OFFICER,4
2017-12-16,HOMICIDE,3
2017-12-16,THEFT,219
2017-12-16,INTIMIDATION,1
2017-12-16,OTHER OFFENSE,37
2017-12-16,WEAPONS VIOLATION,15
2017-12-16,MOTOR VEHICLE THEFT,32
2017-12-16,CRIMINAL DAMAGE,81
2017-12-17,CRIMINAL TRESPASS,15
2017-12-17,BURGLARY,30
2017-12-17,MOTOR VEHICLE THEFT,40
2017-12-17,CRIMINAL DAMAGE,80
2017-12-17,CRIM SEXUAL ASSAULT,7
2017-12-17,ROBBERY,38
2017-12-17,OTHER OFFENSE,31
2017-12-17,THEFT,174
2017-12-17,LIQUOR LAW VIOLATION,1
2017-12-17,HOMICIDE,4
2017-12-17,ARSON,1
2017-12-17,OFFENSE INVOLVING CHILDREN,10
2017-12-17,DECEPTIVE PRACTICE,66
2017-12-17,NARCOTICS,30
2017-12-17,WEAPONS VIOLATION,19
2017-12-17,PUBLIC PEACE VIOLATION,3
2017-12-17,INTERFERENCE WITH PUBLIC OFFICER,3
2017-12-17,INTIMIDATION,1
2017-12-17,ASSAULT,31
2017-12-17,BATTERY,145
2017-12-17,SEX OFFENSE,2
2017-12-18,ASSAULT,51
2017-12-18,HOMICIDE,2
2017-12-18,OFFENSE INVOLVING CHILDREN,4
2017-12-18,SEX OFFENSE,3
2017-12-18,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-18,WEAPONS VIOLATION,11
2017-12-18,BURGLARY,35
2017-12-18,MOTOR VEHICLE THEFT,22
2017-12-18,CRIMINAL TRESPASS,16
2017-12-18,ROBBERY,40
2017-12-18,NARCOTICS,23
2017-12-18,OTHER OFFENSE,54
2017-12-18,PUBLIC PEACE VIOLATION,1
2017-12-18,THEFT,211
2017-12-18,BATTERY,108
2017-12-18,DECEPTIVE PRACTICE,67
2017-12-18,INTIMIDATION,1
2017-12-18,CRIMINAL DAMAGE,76
2017-12-19,CRIMINAL DAMAGE,88
2017-12-19,OTHER OFFENSE,50
2017-12-19,ASSAULT,62
2017-12-19,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-19,MOTOR VEHICLE THEFT,30
2017-12-19,PUBLIC PEACE VIOLATION,3
2017-12-19,ARSON,1
2017-12-19,SEX OFFENSE,3
2017-12-19,BURGLARY,41
2017-12-19,ROBBERY,35
2017-12-19,DECEPTIVE PRACTICE,59
2017-12-19,THEFT,223
2017-12-19,CRIM SEXUAL ASSAULT,4
2017-12-19,WEAPONS VIOLATION,17
2017-12-19,CRIMINAL TRESPASS,14
2017-12-19,NARCOTICS,20
2017-12-19,INTIMIDATION,2
2017-12-19,OFFENSE INVOLVING CHILDREN,7
2017-12-19,PUBLIC INDECENCY,1
2017-12-19,BATTERY,105
2017-12-20,MOTOR VEHICLE THEFT,32
2017-12-20,CRIM SEXUAL ASSAULT,4
2017-12-20,BATTERY,112
2017-12-20,OBSCENITY,1
2017-12-20,OFFENSE INVOLVING CHILDREN,7
2017-12-20,WEAPONS VIOLATION,8
2017-12-20,THEFT,181
2017-12-20,ASSAULT,49
2017-12-20,DECEPTIVE PRACTICE,49
2017-12-20,CRIMINAL DAMAGE,72
2017-12-20,ROBBERY,46
2017-12-20,SEX OFFENSE,3
2017-12-20,PROSTITUTION,2
2017-12-20,NARCOTICS,40
2017-12-20,INTIMIDATION,1
2017-12-20,CRIMINAL TRESPASS,14
2017-12-20,OTHER OFFENSE,44
2017-12-20,PUBLIC PEACE VIOLATION,4
2017-12-20,INTERFERENCE WITH PUBLIC OFFICER,4
2017-12-20,BURGLARY,32
2017-12-21,OTHER OFFENSE,38
2017-12-21,ASSAULT,45
2017-12-21,HOMICIDE,2
2017-12-21,OFFENSE INVOLVING CHILDREN,4
2017-12-21,ROBBERY,35
2017-12-21,DECEPTIVE PRACTICE,69
2017-12-21,MOTOR VEHICLE THEFT,35
2017-12-21,THEFT,209
2017-12-21,PUBLIC PEACE VIOLATION,4
2017-12-21,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-21,BURGLARY,38
2017-12-21,PROSTITUTION,1
2017-12-21,BATTERY,116
2017-12-21,CRIMINAL TRESPASS,27
2017-12-21,SEX OFFENSE,6
2017-12-21,CRIMINAL DAMAGE,69
2017-12-21,WEAPONS VIOLATION,18
2017-12-21,NARCOTICS,31
2017-12-22,NARCOTICS,33
2017-12-22,CRIM SEXUAL ASSAULT,5
2017-12-22,CRIMINAL TRESPASS,15
2017-12-22,WEAPONS VIOLATION,14
2017-12-22,KIDNAPPING,2
2017-12-22,CRIMINAL SEXUAL ASSAULT,2
2017-12-22,PUBLIC PEACE VIOLATION,4
2017-12-22,OTHER OFFENSE,38
2017-12-22,MOTOR VEHICLE THEFT,44
2017-12-22,DECEPTIVE PRACTICE,71
2017-12-22,ROBBERY,43
2017-12-22,SEX OFFENSE,3
2017-12-22,BURGLARY,47
2017-12-22,INTERFERENCE WITH PUBLIC OFFICER,4
2017-12-22,CONCEALED CARRY LICENSE VIOLATION,1
2017-12-22,OFFENSE INVOLVING CHILDREN,14
2017-12-22,CRIMINAL DAMAGE,77
2017-12-22,ASSAULT,43
2017-12-22,BATTERY,112
2017-12-22,OBSCENITY,1
2017-12-22,THEFT,211
2017-12-22,ARSON,1
2017-12-23,ASSAULT,47
2017-12-23,BURGLARY,30
2017-12-23,THEFT,201
2017-12-23,BATTERY,142
2017-12-23,WEAPONS VIOLATION,12
2017-12-23,INTERFERENCE WITH PUBLIC OFFICER,1
2017-12-23,LIQUOR LAW VIOLATION,1
2017-12-23,PUBLIC PEACE VIOLATION,3
2017-12-23,HOMICIDE,3
2017-12-23,CRIMINAL TRESPASS,15
2017-12-23,MOTOR VEHICLE THEFT,34
2017-12-23,DECEPTIVE PRACTICE,42
2017-12-23,NARCOTICS,17
2017-12-23,OFFENSE INVOLVING CHILDREN,6
2017-12-23,ROBBERY,36
2017-12-23,CRIMINAL DAMAGE,78
2017-12-23,CRIM SEXUAL ASSAULT,5
2017-12-23,OTHER OFFENSE,38
2017-12-23,SEX OFFENSE,3
2017-12-24,MOTOR VEHICLE THEFT,32
2017-12-24,BURGLARY,27
2017-12-24,DECEPTIVE PRACTICE,22
2017-12-24,BATTERY,101
2017-12-24,SEX OFFENSE,2
2017-12-24,HOMICIDE,1
2017-12-24,ROBBERY,37
2017-12-24,WEAPONS VIOLATION,6
2017-12-24,THEFT,143
2017-12-24,KIDNAPPING,1
2017-12-24,NARCOTICS,8
2017-12-24,ASSAULT,39
2017-12-24,CRIM SEXUAL ASSAULT,2
2017-12-24,CRIMINAL TRESPASS,7
2017-12-24,OTHER OFFENSE,20
2017-12-24,PUBLIC PEACE VIOLATION,1
2017-12-24,OFFENSE INVOLVING CHILDREN,7
2017-12-24,CRIMINAL DAMAGE,50
2017-12-25,CRIM SEXUAL ASSAULT,1
2017-12-25,ROBBERY,20
2017-12-25,MOTOR VEHICLE THEFT,30
2017-12-25,BATTERY,111
2017-12-25,CRIMINAL TRESPASS,8
2017-12-25,WEAPONS VIOLATION,2
2017-12-25,DECEPTIVE PRACTICE,14
2017-12-25,OFFENSE INVOLVING CHILDREN,5
2017-12-25,HOMICIDE,1
2017-12-25,CRIMINAL DAMAGE,43
2017-12-25,SEX OFFENSE,2
2017-12-25,PUBLIC PEACE VIOLATION,1
2017-12-25,THEFT,69
2017-12-25,BURGLARY,21
2017-12-25,OTHER OFFENSE,20
2017-12-25,ASSAULT,43
2017-12-25,NARCOTICS,3
2017-12-26,BATTERY,91
2017-12-26,ROBBERY,24
2017-12-26,OFFENSE INVOLVING CHILDREN,6
2017-12-26,MOTOR VEHICLE THEFT,30
2017-12-26,BURGLARY,23
2017-12-26,CRIM SEXUAL ASSAULT,2
2017-12-26,CRIMINAL DAMAGE,51
2017-12-26,PUBLIC PEACE VIOLATION,3
2017-12-26,INTERFERENCE WITH PUBLIC OFFICER,6
2017-12-26,DECEPTIVE PRACTICE,51
2017-12-26,THEFT,128
2017-12-26,CRIMINAL TRESPASS,13
2017-12-26,CONCEALED CARRY LICENSE VIOLATION,1
2017-12-26,OTHER OFFENSE,36
2017-12-26,CRIMINAL SEXUAL ASSAULT,1
2017-12-26,SEX OFFENSE,1
2017-12-26,WEAPONS VIOLATION,8
2017-12-26,NARCOTICS,19
2017-12-26,ASSAULT,33
2017-12-27,HOMICIDE,1
2017-12-27,PUBLIC PEACE VIOLATION,1
2017-12-27,BURGLARY,18
2017-12-27,CRIMINAL DAMAGE,48
2017-12-27,ASSAULT,32
2017-12-27,NARCOTICS,29
2017-12-27,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-27,INTIMIDATION,1
2017-12-27,MOTOR VEHICLE THEFT,41
2017-12-27,DECEPTIVE PRACTICE,47
2017-12-27,OTHER OFFENSE,40
2017-12-27,OFFENSE INVOLVING CHILDREN,4
2017-12-27,CRIMINAL TRESPASS,15
2017-12-27,ROBBERY,28
2017-12-27,SEX OFFENSE,1
2017-12-27,THEFT,120
2017-12-27,CRIMINAL SEXUAL ASSAULT,1
2017-12-27,BATTERY,82
2017-12-27,WEAPONS VIOLATION,7
2017-12-27,CRIM SEXUAL ASSAULT,5
2017-12-28,CRIMINAL TRESPASS,14
2017-12-28,THEFT,163
2017-12-28,CRIM SEXUAL ASSAULT,1
2017-12-28,WEAPONS VIOLATION,8
2017-12-28,INTERFERENCE WITH PUBLIC OFFICER,3
2017-12-28,ROBBERY,35
2017-12-28,HOMICIDE,1
2017-12-28,BATTERY,81
2017-12-28,DECEPTIVE PRACTICE,58
2017-12-28,CRIMINAL DAMAGE,58
2017-12-28,NARCOTICS,34
2017-12-28,ASSAULT,37
2017-12-28,OTHER OFFENSE,44
2017-12-28,MOTOR VEHICLE THEFT,37
2017-12-28,BURGLARY,24
2017-12-28,PUBLIC PEACE VIOLATION,3
2017-12-29,OTHER OFFENSE,39
2017-12-29,CRIMINAL TRESPASS,13
2017-12-29,CRIM SEXUAL ASSAULT,2
2017-12-29,INTERFERENCE WITH PUBLIC OFFICER,2
2017-12-29,THEFT,162
2017-12-29,ASSAULT,38
2017-12-29,STALKING,2
2017-12-29,PUBLIC PEACE VIOLATION,1
2017-12-29,NARCOTICS,22
2017-12-29,ARSON,1
2017-12-29,MOTOR VEHICLE THEFT,23
2017-12-29,OFFENSE INVOLVING CHILDREN,6
2017-12-29,BATTERY,91
2017-12-29,DECEPTIVE PRACTICE,52
2017-12-29,OBSCENITY,1
2017-12-29,WEAPONS VIOLATION,12
2017-12-29,BURGLARY,34
2017-12-29,CRIMINAL DAMAGE,40
2017-12-29,SEX OFFENSE,1
2017-12-29,HOMICIDE,1
2017-12-29,INTIMIDATION,1
2017-12-29,ROBBERY,31
2017-12-30,CRIMINAL TRESPASS,7
2017-12-30,CRIMINAL SEXUAL ASSAULT,1
2017-12-30,MOTOR VEHICLE THEFT,45
2017-12-30,SEX OFFENSE,4
2017-12-30,CONCEALED CARRY LICENSE VIOLATION,1
2017-12-30,CRIMINAL DAMAGE,54
2017-12-30,OTHER OFFENSE,38
2017-12-30,THEFT,150
2017-12-30,NARCOTICS,27
2017-12-30,CRIM SEXUAL ASSAULT,5
2017-12-30,DECEPTIVE PRACTICE,65
2017-12-30,INTERFERENCE WITH PUBLIC OFFICER,3
2017-12-30,WEAPONS VIOLATION,8
2017-12-30,BURGLARY,15
2017-12-30,OFFENSE INVOLVING CHILDREN,4
2017-12-30,PUBLIC PEACE VIOLATION,3
2017-12-30,ROBBERY,33
2017-12-30,BATTERY,121
2017-12-30,ASSAULT,38
2017-12-31,DECEPTIVE PRACTICE,23
2017-12-31,BATTERY,129
2017-12-31,PUBLIC PEACE VIOLATION,1
2017-12-31,MOTOR VEHICLE THEFT,48
2017-12-31,OTHER OFFENSE,26
2017-12-31,THEFT,104
2017-12-31,CRIMINAL TRESPASS,13
2017-12-31,CRIMINAL DAMAGE,58
2017-12-31,INTERFERENCE WITH PUBLIC OFFICER,1
2017-12-31,ASSAULT,33
2017-12-31,WEAPONS VIOLATION,17
2017-12-31,STALKING,1
2017-12-31,NARCOTICS,14
2017-12-31,KIDNAPPING,1
2017-12-31,CRIM SEXUAL ASSAULT,5
2017-12-31,OFFENSE INVOLVING CHILDREN,3
2017-12-31,LIQUOR LAW VIOLATION,1
2017-12-31,BURGLARY,31
2017-12-31,ARSON,1
2017-12-31,ROBBERY,32
2018-01-01,INTERFERENCE WITH PUBLIC OFFICER,2
2018-01-01,CRIMINAL TRESPASS,12
2018-01-01,OFFENSE INVOLVING CHILDREN,137
2018-01-01,STALKING,1
2018-01-01,CRIMINAL SEXUAL ASSAULT,21
2018-01-01,BURGLARY,32
2018-01-01,OBSCENITY,1
2018-01-01,SEX OFFENSE,49
2018-01-01,OTHER OFFENSE,68
2018-01-01,ASSAULT,38
2018-01-01,CRIM SEXUAL ASSAULT,12
2018-01-01,PUBLIC PEACE VIOLATION,2
2018-01-01,WEAPONS VIOLATION,20
2018-01-01,CRIMINAL DAMAGE,67
2018-01-01,DECEPTIVE PRACTICE,158
2018-01-01,ROBBERY,30
2018-01-01,MOTOR VEHICLE THEFT,66
2018-01-01,THEFT,137
2018-01-01,HOMICIDE,4
2018-01-01,BATTERY,162
2018-01-01,LIQUOR LAW VIOLATION,1
2018-01-01,INTIMIDATION,1
2018-01-01,NARCOTICS,17
2018-01-02,STALKING,1
2018-01-02,NARCOTICS,25
2018-01-02,BURGLARY,20
2018-01-02,THEFT,128
2018-01-02,CRIM SEXUAL ASSAULT,2
2018-01-02,ROBBERY,28
2018-01-02,DECEPTIVE PRACTICE,64
2018-01-02,CRIMINAL DAMAGE,46
2018-01-02,OTHER OFFENSE,49
2018-01-02,OFFENSE INVOLVING CHILDREN,2
2018-01-02,ASSAULT,28
2018-01-02,CRIMINAL TRESPASS,17
2018-01-02,PUBLIC PEACE VIOLATION,3
2018-01-02,WEAPONS VIOLATION,9
2018-01-02,MOTOR VEHICLE THEFT,51
2018-01-02,INTERFERENCE WITH PUBLIC OFFICER,1
2018-01-02,LIQUOR LAW VIOLATION,1
2018-01-02,BATTERY,89
2018-01-03,LIQUOR LAW VIOLATION,1
2018-01-03,ASSAULT,39
2018-01-03,OTHER OFFENSE,39
2018-01-03,ROBBERY,37
2018-01-03,CRIMINAL TRESPASS,17
2018-01-03,NARCOTICS,34
2018-01-03,CRIMINAL DAMAGE,38
2018-01-03,THEFT,159
2018-01-03,MOTOR VEHICLE THEFT,25
2018-01-03,OFFENSE INVOLVING CHILDREN,1
2018-01-03,KIDNAPPING,1
2018-01-03,HOMICIDE,1
2018-01-03,BURGLARY,19
2018-01-03,BATTERY,81
2018-01-03,INTERFERENCE WITH PUBLIC OFFICER,3
2018-01-03,HUMAN TRAFFICKING,1
2018-01-03,PROSTITUTION,3
2018-01-03,PUBLIC PEACE VIOLATION,3
2018-01-03,ARSON,1
2018-01-03,GAMBLING,2
2018-01-03,WEAPONS VIOLATION,12
2018-01-03,DECEPTIVE PRACTICE,56
2018-01-03,CRIM SEXUAL ASSAULT,3
2018-01-04,CRIMINAL TRESPASS,23
2018-01-04,WEAPONS VIOLATION,15
2018-01-04,DECEPTIVE PRACTICE,48
2018-01-04,NARCOTICS,22
2018-01-04,CRIMINAL DAMAGE,47
2018-01-04,ARSON,2
2018-01-04,BURGLARY,31
2018-01-04,PUBLIC PEACE VIOLATION,2
2018-01-04,OFFENSE INVOLVING CHILDREN,6
2018-01-04,ASSAULT,42
2018-01-04,MOTOR VEHICLE THEFT,46
2018-01-04,STALKING,1
2018-01-04,OTHER OFFENSE,43
2018-01-04,INTERFERENCE WITH PUBLIC OFFICER,4
2018-01-04,THEFT,134
2018-01-04,BATTERY,102
2018-01-04,ROBBERY,32
2018-01-04,GAMBLING,1
2018-01-05,CRIMINAL SEXUAL ASSAULT,1
2018-01-05,PUBLIC PEACE VIOLATION,1
2018-01-05,HOMICIDE,1
2018-01-05,WEAPONS VIOLATION,9
2018-01-05,CRIMINAL DAMAGE,63
2018-01-05,LIQUOR LAW VIOLATION,1
2018-01-05,CRIMINAL TRESPASS,16
2018-01-05,BATTERY,107
2018-01-05,NARCOTICS,28
2018-01-05,MOTOR VEHICLE THEFT,44
2018-01-05,CRIM SEXUAL ASSAULT,3
2018-01-05,SEX OFFENSE,2
2018-01-05,BURGLARY,24
2018-01-05,ROBBERY,34
2018-01-05,ASSAULT,53
2018-01-05,DECEPTIVE PRACTICE,61
2018-01-05,INTERFERENCE WITH PUBLIC OFFICER,2
2018-01-05,OTHER OFFENSE,45
2018-01-05,OFFENSE INVOLVING CHILDREN,7
2018-01-05,THEFT,164
2018-01-06,MOTOR VEHICLE THEFT,34
2018-01-06,CRIMINAL SEXUAL ASSAULT,1
2018-01-06,GAMBLING,1
2018-01-06,OTHER OFFENSE,41
2018-01-06,CRIMINAL TRESPASS,20
2018-01-06,PUBLIC PEACE VIOLATION,5
2018-01-06,ASSAULT,48
2018-01-06,NARCOTICS,21
2018-01-06,THEFT,111
2018-01-06,SEX OFFENSE,3
2018-01-06,OFFENSE INVOLVING CHILDREN,3
2018-01-06,CRIMINAL DAMAGE,51
2018-01-06,INTERFERENCE WITH PUBLIC OFFICER,3
2018-01-06,ROBBERY,24
2018-01-06,CRIM SEXUAL ASSAULT,5
2018-01-06,LIQUOR LAW VIOLATION,2
2018-01-06,WEAPONS VIOLATION,13
2018-01-06,STALKING,2
2018-01-06,DECEPTIVE PRACTICE,38
2018-01-06,BURGLARY,28
2018-01-06,BATTERY,132
2018-01-06,HOMICIDE,3
2018-01-07,BATTERY,120
2018-01-07,BURGLARY,23
2018-01-07,HOMICIDE,2
2018-01-07,CRIMINAL TRESPASS,16
2018-01-07,OBSCENITY,1
2018-01-07,ROBBERY,41
2018-01-07,DECEPTIVE PRACTICE,29
2018-01-07,OFFENSE INVOLVING CHILDREN,6
2018-01-07,WEAPONS VIOLATION,8
2018-01-07,PROSTITUTION,4
2018-01-07,MOTOR VEHICLE THEFT,33
2018-01-07,ASSAULT,39
2018-01-07,THEFT,108
2018-01-07,OTHER OFFENSE,29
2018-01-07,INTERFERENCE WITH PUBLIC OFFICER,2
2018-01-07,NARCOTICS,18
2018-01-07,CRIMINAL DAMAGE,55
2018-01-08,INTERFERENCE WITH PUBLIC OFFICER,3
2018-01-08,ROBBERY,37
2018-01-08,WEAPONS VIOLATION,13
2018-01-08,CRIMINAL DAMAGE,54
2018-01-08,NARCOTICS,44
2018-01-08,CRIMINAL TRESPASS,23
2018-01-08,BURGLARY,28
2018-01-08,BATTERY,98
2018-01-08,STALKING,1
2018-01-08,OTHER OFFENSE,36
2018-01-08,PUBLIC PEACE VIOLATION,3
2018-01-08,THEFT,164
2018-01-08,SEX OFFENSE,2
2018-01-08,OFFENSE INVOLVING CHILDREN,6
2018-01-08,DECEPTIVE PRACTICE,43
2018-01-08,MOTOR VEHICLE THEFT,28
2018-01-08,CRIM SEXUAL ASSAULT,1
2018-01-08,ASSAULT,40
